annee_numero_de_tirage,jour_de_tirage,date_de_tirage,date_de_forclusion,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance,combinaison_gagnante_en_ordre_croissant,nombre_de_gagnant_au_rang1,rapport_du_rang1,nombre_de_gagnant_au_rang2,rapport_du_rang2,nombre_de_gagnant_au_rang3,rapport_du_rang3,nombre_de_gagnant_au_rang4,rapport_du_rang4,nombre_de_gagnant_au_rang5,rapport_du_rang5,nombre_de_gagnant_au_rang6,rapport_du_rang6,nombre_de_gagnant_au_rang7,rapport_du_rang7,nombre_de_gagnant_au_rang8,rapport_du_rang8,nombre_de_gagnant_au_rang9,rapport_du_rang9,nombre_de_codes_gagnants,rapport_codes_gagnants,codes_gagnants,boule_1_second_tirage,boule_2_second_tirage,boule_3_second_tirage,boule_4_second_tirage,boule_5_second_tirage,promotion_second_tirage,combinaison_gagnant_second_tirage_en_ordre_croissant,nombre_de_gagnant_au_rang_1_second_tirage,rapport_du_rang1_second_tirage,nombre_de_gagnant_au_rang_2_second_tirage,rapport_du_rang2_second_tirage,nombre_de_gagnant_au_rang_3_second_tirage,rapport_du_rang3_second_tirage,nombre_de_gagnant_au_rang_4_second_tirage,rapport_du_rang4_second_tirage,numero_jokerplus,devise
2012122,MERCREDI,10/10/2012,10/12/2012,16,35,37,3,19,3,3-16-19-35-37+3,,,1,217429.3,395,1184.6,16519,12.2,256256,5.6,427030,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012121,LUNDI,08/10/2012,08/12/2012,39,32,24,13,27,2,13-24-27-32-39+2,,,2,74162.5,350,912,13989,9.8,191525,5.1,219958,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012120,SAMEDI,06/10/2012,06/12/2012,27,1,47,30,39,4,1-27-30-39-47+4,1,5000000,,,430,2230.7,22591,12.5,356664,5.6,562329,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012119,MERCREDI,03/10/2012,03/12/2012,16,44,25,26,24,1,16-24-25-26-44+1,,,,,306,2286.2,17289,11.9,272748,5.4,295896,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012118,LUNDI,01/10/2012,01/12/2012,34,2,40,29,41,6,2-29-34-40-41+6,,,,,165,3044.7,8759,16.9,149150,7.1,286783,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012117,SAMEDI,29/09/2012,29/11/2012,21,18,47,10,7,1,7-10-18-21-47+1,,,10,30066.4,869,744.6,36414,7.7,465603,4.3,413052,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012116,MERCREDI,26/09/2012,26/11/2012,42,29,38,12,46,9,12-29-38-42-46+9,1,5000000,1,220787.3,389,1221.5,16357,12.5,249452,5.8,366068,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012115,LUNDI,24/09/2012,24/11/2012,41,18,40,1,21,6,1-18-21-40-41+6,,,3,52851.2,235,1452,11220,13.1,179378,5.8,296328,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012114,SAMEDI,22/09/2012,22/11/2012,17,23,37,44,25,9,17-23-25-37-44+9,,,3,98731.3,608,1048.4,25674,10.7,366582,5.3,504005,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012113,MERCREDI,19/09/2012,19/11/2012,49,5,34,27,41,7,5-27-34-41-49+7,,,5,43759.2,395,1192.1,16904,12,254114,5.7,676791,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012112,LUNDI,17/09/2012,17/11/2012,16,25,14,7,17,7,7-14-16-17-25+7,1,12000000,4,46816.4,605,666.1,23431,7.4,290792,4.2,543471,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012111,SAMEDI,15/09/2012,15/11/2012,17,21,43,37,15,2,15-17-21-37-43+2,,,3,111032,576,1244.5,26544,11.7,399263,5.5,475429,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012110,MERCREDI,12/09/2012,12/11/2012,32,1,49,12,38,8,1-12-32-38-49+8,,,,,442,1801.7,20692,11.3,316312,5.3,489870,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012109,LUNDI,10/09/2012,10/11/2012,19,28,43,3,25,9,3-19-25-28-43+9,,,1,179088.9,364,1058.8,17931,9.3,245965,4.8,299396,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012108,SAMEDI,08/09/2012,08/11/2012,9,22,43,34,15,4,9-15-22-34-43+4,,,4,80509.3,755,917.9,29965,10,412623,5.2,585018,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012107,MERCREDI,05/09/2012,05/11/2012,37,8,1,26,10,4,1-8-10-26-37+4,,,8,36737.8,718,880.9,32268,8.4,421581,4.6,544279,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012106,LUNDI,03/09/2012,03/11/2012,34,27,22,18,37,3,18-22-27-34-37+3,,,3,52584.7,304,1116.8,12909,11.3,193025,5.4,318786,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012105,SAMEDI,01/09/2012,01/11/2012,28,5,22,25,13,10,5-13-22-25-28+10,,,8,36595.8,1283,491.1,43086,6.3,490206,3.9,358446,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012104,MERCREDI,29/08/2012,29/10/2012,20,29,26,11,8,9,8-11-20-26-29+9,1,7000000,7,32307,968,502.8,32462,6.4,364669,4.1,367680,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012103,LUNDI,27/08/2012,27/10/2012,18,32,40,7,8,5,7-8-18-32-40+5,,,,,258,1943.6,12777,11.6,203956,5.1,380144,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012102,SAMEDI,25/08/2012,25/10/2012,9,13,2,29,10,9,2-9-10-13-29+9,,,5,57817.1,1218,510.8,44375,6,494024,3.8,481452,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012101,MERCREDI,22/08/2012,22/10/2012,14,13,18,33,22,7,13-14-18-22-33+7,,,3,69777.2,583,772.7,24255,8,308950,4.5,641375,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012100,LUNDI,20/08/2012,20/10/2012,45,26,33,27,11,2,11-26-27-33-45+2,,,,,289,1610.6,13678,10,200175,4.9,211421,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012099,SAMEDI,18/08/2012,18/10/2012,25,26,42,12,2,7,2-12-25-26-42+7,,,3,90545.9,637,917.7,28903,8.7,387231,4.6,836852,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012098,MERCREDI,15/08/2012,15/10/2012,13,24,2,15,19,5,2-13-15-19-24+5,3,1000000,3,63184.2,760,536.7,27353,6.4,315275,4,469856,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012097,LUNDI,13/08/2012,13/10/2012,49,25,12,16,4,4,4-12-16-25-49+4,,,2,75710.3,538,605.7,18839,7.4,226205,4.4,278170,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012096,SAMEDI,11/08/2012,11/10/2012,7,1,10,45,44,9,1-7-10-44-45+9,1,3000000,3,94895.4,644,951.3,31264,8.4,425704,4.4,474970,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012095,MERCREDI,08/08/2012,08/10/2012,32,35,42,11,1,4,1-11-32-35-42+4,,,1,206568,265,1677.6,13986,13.7,236055,5.8,381673,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012094,LUNDI,06/08/2012,06/10/2012,12,7,10,34,47,7,7-10-12-34-47+7,2,1000000,,,330,1419.5,16370,8.4,225973,4.3,447154,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012093,SAMEDI,04/08/2012,04/10/2012,29,49,34,26,25,6,25-26-29-34-49+6,1,7000000,1,303126.2,411,1587.3,21747,13,350381,5.7,554304,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012092,MERCREDI,01/08/2012,01/10/2012,33,45,17,30,11,6,11-17-30-33-45+6,,,2,109554.8,430,1096.6,19481,10.4,287556,5,399326,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012091,LUNDI,30/07/2012,29/09/2012,35,6,38,4,13,3,4-6-13-35-38+3,,,2,78253.3,272,1238.3,13652,10.6,207236,5,306480,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012090,SAMEDI,28/07/2012,27/09/2012,29,4,6,39,7,3,4-6-7-29-39+3,,,3,97492.2,565,1114,30433,8.9,426625,4.5,568654,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012089,MERCREDI,25/07/2012,24/09/2012,17,16,14,32,36,6,14-16-17-32-36+6,,,1,208541.6,278,1614.4,13733,14.1,226180,6.1,375316,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012088,LUNDI,23/07/2012,22/09/2012,40,31,38,23,28,3,23-28-31-38-40+3,,,1,149204.1,234,1372.2,10435,13.3,166320,5.9,289648,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012087,SAMEDI,21/07/2012,20/09/2012,22,3,1,44,40,3,1-3-22-40-44+3,1,17000000,6,56155.3,650,1115.5,29958,10.4,440354,5,654489,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012086,MERCREDI,18/07/2012,17/09/2012,26,25,4,28,32,5,4-25-26-28-32+5,,,,,484,1596,21166,10.8,312766,5.2,595747,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012085,LUNDI,16/07/2012,15/09/2012,3,32,6,19,37,2,3-6-19-32-37+2,,,2,92690.7,368,1084.1,16390,10.5,241705,5.1,289171,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012084,SAMEDI,14/07/2012,13/09/2012,22,44,40,5,41,6,5-22-40-41-44+6,,,2,143984.2,394,1572.9,20903,12.8,328980,5.8,523705,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012083,MERCREDI,11/07/2012,10/09/2012,23,20,30,21,36,9,20-21-23-30-36+9,,,,,285,2393,15595,12.9,258157,5.5,355830,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012082,LUNDI,09/07/2012,08/09/2012,15,38,41,45,26,3,15-26-38-41-45+3,,,1,157206,239,1415.6,10887,13.4,167176,6.2,306151,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012081,SAMEDI,07/07/2012,06/09/2012,5,30,17,1,44,1,1-5-17-30-44+1,,,4,74448.8,674,950.9,31040,8.9,422414,4.6,391712,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012080,MERCREDI,04/07/2012,03/09/2012,13,40,37,17,39,6,13-17-37-39-40+6,,,,,343,1971.8,14787,13.5,240980,5.9,388912,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012079,LUNDI,02/07/2012,01/09/2012,2,15,7,46,6,5,2-6-7-15-46+5,,,1,149986.5,351,919.6,17100,8.1,227715,4.3,362969,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012078,SAMEDI,30/06/2012,30/08/2012,13,45,1,42,12,4,1-12-13-42-45+4,1,4000000,4,73677.4,549,1155.3,27540,9.9,424324,4.6,541021,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012077,MERCREDI,27/06/2012,27/08/2012,22,41,5,1,11,7,1-5-11-22-41+7,,,3,70116.3,764,592.5,30893,6.3,340335,4.1,650357,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012076,LUNDI,25/06/2012,25/08/2012,27,11,40,10,13,7,10-11-13-27-40+7,,,1,149625.7,395,815.2,18331,7.6,244345,4,450362,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012075,SAMEDI,23/06/2012,23/08/2012,41,12,6,47,27,3,6-12-27-41-47+3,1,4000000,3,99556.3,786,817.7,30198,9.2,415147,4.7,572603,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012074,MERCREDI,20/06/2012,20/08/2012,36,33,15,41,47,5,15-33-36-41-47+5,,,,,265,2571.1,13445,14.9,206331,6.9,541429,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012073,LUNDI,18/06/2012,18/08/2012,37,5,7,16,38,3,5-7-16-37-38+3,,,2,76848.5,231,1431.9,12670,11.3,202783,5,297264,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012072,SAMEDI,16/06/2012,16/08/2012,14,31,1,39,27,6,1-14-27-31-39+6,1,7000000,2,158768.4,580,1178.2,27137,10.9,399289,5.2,580655,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012071,MERCREDI,13/06/2012,13/08/2012,33,48,20,8,3,10,3-8-20-33-48+10,,,,,484,1526,20994,10.4,308294,5,266017,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012070,LUNDI,11/06/2012,11/08/2012,20,6,16,4,29,1,4-6-16-20-29+1,,,6,27883.7,567,635,20036,7.7,246030,4.5,228312,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012069,SAMEDI,09/06/2012,09/08/2012,13,25,14,18,20,6,13-14-18-20-25+6,,,8,39745.7,961,712,36710,8,473657,4.4,572219,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012068,MERCREDI,06/06/2012,06/08/2012,21,23,12,24,13,6,12-13-21-23-24+6,,,4,56002,727,663.1,28939,7.2,385615,3.8,416140,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012067,LUNDI,04/06/2012,04/08/2012,38,42,35,43,40,4,35-38-40-42-43+4,,,2,78301.8,222,1518.1,9356,15.6,138237,7.5,299622,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012066,SAMEDI,02/06/2012,02/08/2012,26,9,34,39,22,1,9-22-26-34-39+1,1,7000000,3,132776.3,647,1324.9,32511,11.4,496875,5.3,537359,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012065,MERCREDI,30/05/2012,30/07/2012,9,30,13,17,5,3,5-9-13-17-30+3,,,9,25232,1257,388.8,37946,5.5,404424,3.7,441950,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012064,LUNDI,28/05/2012,28/07/2012,30,42,38,15,41,3,15-30-38-41-42+3,,,1,140285.3,143,2111.3,8334,15.7,138776,6.7,282144,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012063,SAMEDI,26/05/2012,26/07/2012,27,47,40,41,29,7,27-29-40-41-47+7,,,1,302898.6,412,1582.2,19220,14.7,322942,6.2,934566,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012062,MERCREDI,23/05/2012,23/07/2012,19,1,35,49,3,9,1-3-19-35-49+9,,,1,219951.9,475,996.5,22684,9,300296,4.8,357833,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012061,LUNDI,21/05/2012,21/07/2012,37,45,23,19,7,10,7-19-23-37-45+10,,,2,78094.3,428,785.3,16039,9,221401,4.7,176174,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012060,SAMEDI,19/05/2012,19/07/2012,11,23,48,24,42,2,11-23-24-42-48+2,1,17000000,1,342893.2,616,1197.9,31021,10.3,458582,4.9,504423,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012059,MERCREDI,16/05/2012,16/07/2012,21,49,22,15,31,1,15-21-22-31-49+1,,,1,268926.2,510,1134.8,25014,10,354988,5,364086,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012058,LUNDI,14/05/2012,14/07/2012,26,11,3,22,43,6,3-11-22-26-43+6,,,3,66460.4,605,709.2,23763,7.8,298781,4.4,366414,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012057,SAMEDI,12/05/2012,12/07/2012,6,34,22,20,19,5,6-19-20-22-34+5,,,,,678,1617.8,32906,9.8,475562,4.8,882757,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012056,MERCREDI,09/05/2012,09/07/2012,36,26,18,41,32,4,18-26-32-36-41+4,,,2,124639,395,1358.2,17365,13.3,253221,6.5,452220,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012055,LUNDI,07/05/2012,07/07/2012,21,13,26,46,12,10,12-13-21-26-46+10,,,,,504,1190.3,21125,8.4,283979,4.4,227101,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012054,SAMEDI,05/05/2012,05/07/2012,21,10,37,8,11,9,8-10-11-21-37+9,,,1,341047.4,778,943.4,37805,8.4,517165,4.3,573402,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012053,MERCREDI,02/05/2012,02/07/2012,35,26,29,3,38,1,3-26-29-35-38+1,,,1,236135.4,315,1613.3,16677,13.2,267376,5.8,317050,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012052,LUNDI,30/04/2012,30/06/2012,39,22,32,18,4,4,4-18-22-32-39+4,,,2,92870,298,1341.4,14137,12.2,219940,5.6,343024,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012051,SAMEDI,28/04/2012,28/06/2012,48,22,10,2,37,4,2-10-22-37-48+4,,,5,65755.9,766,923.7,30105,10.1,422150,5.1,628222,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012050,MERCREDI,25/04/2012,25/06/2012,44,15,20,30,29,7,15-20-29-30-44+7,,,,,443,1671.4,19101,11.4,284876,5.4,749669,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012049,LUNDI,23/04/2012,23/06/2012,33,9,34,45,24,6,9-24-33-34-45+6,,,,,259,2015.3,12314,12.5,193043,5.7,299154,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012048,SAMEDI,21/04/2012,21/06/2012,41,3,48,31,18,10,3-18-31-41-48+10,,,1,322937.4,438,1586.7,23359,12.8,369819,5.8,372536,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012047,MERCREDI,18/04/2012,18/06/2012,34,5,3,20,24,3,3-5-20-24-34+3,,,1,229753.6,437,1131.5,21912,9.7,324897,4.7,463436,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012046,LUNDI,16/04/2012,16/06/2012,2,21,13,1,16,2,1-2-13-16-21+2,,,1,163284,509,690.4,20008,7.6,254877,4.2,235811,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012045,SAMEDI,14/04/2012,14/06/2012,1,22,45,40,3,1,1-3-22-40-45+1,,,1,305757.2,495,1329.3,24590,11.5,389177,5.2,383810,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012044,MERCREDI,11/04/2012,11/06/2012,49,27,15,29,19,1,15-19-27-29-49+1,,,2,112556.2,587,825.3,26153,8,320721,4.6,301545,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012043,LUNDI,09/04/2012,09/06/2012,26,14,31,33,2,10,2-14-26-31-33+10,,,1,138644.6,241,1238.1,11493,11.2,169089,5.4,156597,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012042,SAMEDI,07/04/2012,07/06/2012,46,19,45,42,47,8,19-42-45-46-47+8,,,3,105625.8,373,1828.3,21050,14,323922,6.5,602009,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012041,MERCREDI,04/04/2012,04/06/2012,36,40,27,38,11,8,11-27-36-38-40+8,1,3000000,,,399,1825.7,17472,12.3,269697,5.7,424337,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012040,LUNDI,02/04/2012,02/06/2012,33,23,3,19,39,2,3-19-23-33-39+2,,,1,160249,361,955.3,15173,9.8,211600,5,259950,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012039,SAMEDI,31/03/2012,31/05/2012,16,25,1,26,2,9,1-2-16-25-26+9,1,5000000,5,64298.6,707,978.6,30866,9.7,447715,4.7,520434,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012038,MERCREDI,28/03/2012,28/05/2012,15,20,45,17,4,9,4-15-17-20-45+9,,,1,227099.3,483,1011.9,21568,9.8,307079,4.9,367431,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012037,LUNDI,26/03/2012,26/05/2012,36,14,49,29,13,6,13-14-29-36-49+6,,,,,290,1739.4,13060,11.4,200381,5.3,291987,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012036,SAMEDI,24/03/2012,24/05/2012,48,8,18,13,11,8,8-11-13-18-48+8,,,4,76948.4,988,670.4,39399,7.2,484409,4.2,587836,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012035,MERCREDI,21/03/2012,21/05/2012,8,14,43,37,48,5,8-14-37-43-48+5,1,17000000,,,434,2097.8,19667,13.6,311732,6.1,704664,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012034,LUNDI,19/03/2012,19/05/2012,10,28,4,11,15,4,4-10-11-15-28+4,,,2,103128.3,897,494.8,30617,6.2,339762,4,386238,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012033,SAMEDI,17/03/2012,17/05/2012,32,14,49,23,13,1,13-14-23-32-49+1,,,2,180176.6,653,1187.6,31208,10.7,465591,5.1,477932,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012032,MERCREDI,14/03/2012,14/05/2012,13,7,31,36,43,9,7-13-31-36-43+9,,,3,90551.4,741,788.9,27632,9.1,370545,4.8,466841,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012031,LUNDI,12/03/2012,12/05/2012,48,25,16,46,14,10,14-16-25-46-48+10,,,,,324,1977.4,15339,12.3,230782,5.8,246038,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012030,SAMEDI,10/03/2012,10/05/2012,2,40,4,44,37,5,2-4-37-40-44+5,,,,,450,2508.8,24159,13.8,397140,6,870761,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012029,MERCREDI,07/03/2012,07/05/2012,6,39,31,22,16,7,6-16-22-31-39+7,,,2,129062.8,457,1215.6,21748,11,321092,5.3,800493,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012028,LUNDI,05/03/2012,05/05/2012,31,30,28,34,17,3,17-28-30-31-34+3,,,1,187044.9,330,1219.8,14859,11.7,222438,5.6,367190,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012027,SAMEDI,03/03/2012,03/05/2012,2,24,3,39,27,8,2-3-24-27-39+8,,,1,336613.7,622,1164.7,30657,10.2,458728,4.8,640439,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012026,MERCREDI,29/02/2012,30/04/2012,14,27,11,17,35,4,11-14-17-27-35+4,,,3,81532.9,650,809.8,26461,8.6,356403,4.5,451382,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012025,LUNDI,27/02/2012,28/04/2012,45,41,33,8,23,1,8-23-33-41-45+1,,,1,173387.7,233,1601.5,13280,12.1,204021,5.6,235286,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012024,SAMEDI,25/02/2012,26/04/2012,8,7,19,4,27,1,4-7-8-19-27+1,,,10,32342,1697,410.1,55367,5.4,586917,3.6,419405,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012023,MERCREDI,22/02/2012,23/04/2012,43,33,39,11,31,10,11-31-33-39-43+10,,,1,227953.2,367,1336.7,16765,12.6,252577,6,277618,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012022,LUNDI,20/02/2012,21/04/2012,34,31,9,3,35,5,3-9-31-34-35+5,,,1,165592.7,223,1598.1,11994,12.8,199116,5.5,408934,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012021,SAMEDI,18/02/2012,19/04/2012,49,48,5,17,47,6,5-17-47-48-49+6,,,4,79641.1,534,1283.9,26266,11.3,386378,5.4,577088,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012020,MERCREDI,15/02/2012,16/04/2012,11,36,10,22,31,1,10-11-22-31-36+1,,,1,230752.4,504,985.3,23768,9,332142,4.6,307872,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012019,LUNDI,13/02/2012,14/04/2012,23,9,22,24,36,5,9-22-23-24-36+5,1,9000000,,,594,1607.7,27496,10.2,415788,4.8,708988,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012018,SAMEDI,11/02/2012,12/04/2012,11,12,46,32,36,6,11-12-32-36-46+6,,,1,341930.3,457,1610.2,25166,12.6,417082,5.4,618032,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012017,MERCREDI,08/02/2012,09/04/2012,27,19,12,37,15,3,12-15-19-27-37+3,,,1,237508,560,912.7,26934,8.2,361126,4.3,455504,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012016,LUNDI,06/02/2012,07/04/2012,15,49,24,13,29,3,13-15-24-29-49+3,,,2,83745.7,375,961.2,17998,8.6,238778,4.6,324565,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012015,SAMEDI,04/02/2012,05/04/2012,38,32,10,17,9,3,9-10-17-32-38+3,,,2,162908.1,519,1351,26399,11.5,424475,5.1,657227,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012014,MERCREDI,01/02/2012,02/04/2012,16,5,49,43,2,7,2-5-16-43-49+7,,,1,231088,420,1184.1,19876,10.8,300602,5.1,717047,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012013,LUNDI,30/01/2012,31/03/2012,22,40,1,35,32,8,1-22-32-35-40+8,,,,,193,2643,10193,14.8,170324,6.3,300460,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012012,SAMEDI,28/01/2012,29/03/2012,23,12,47,15,18,6,12-15-18-23-47+6,,,5,65271.2,846,830.2,35422,8.5,460412,4.7,590446,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012011,MERCREDI,25/01/2012,26/03/2012,2,23,8,30,48,5,2-8-23-30-48+5,2,3500000,2,123789.7,547,974.1,24217,9.5,331066,4.9,609761,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012010,LUNDI,23/01/2012,24/03/2012,39,44,48,20,25,6,20-25-39-44-48+6,,,,,307,1798,11709,13.9,184285,6.3,342372,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012009,SAMEDI,21/01/2012,22/03/2012,36,23,1,31,17,4,1-17-23-31-36+4,,,1,344686.3,645,1150.1,30876,10.4,441004,5.2,621582,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012008,MERCREDI,18/01/2012,19/03/2012,21,9,33,13,42,4,9-13-21-33-42+4,,,9,26786,857,605.4,28182,7.9,350622,4.5,437109,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012007,LUNDI,16/01/2012,17/03/2012,39,36,29,47,38,8,29-36-38-39-47+8,,,2,84658.4,197,1849.7,10478,15,156181,7.2,309722,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012006,SAMEDI,14/01/2012,15/03/2012,1,38,19,49,29,8,1-19-29-38-49+8,,,1,336477.4,761,951.5,32385,9.6,433505,5.1,634609,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
2012005,MERCREDI,11/01/2012,12/03/2012,9,7,44,36,23,7,7-9-23-36-44+7,,,1,235798.1,535,948.5,23829,9.2,340784,4.6,743279,2,,,,,,,,,None,,,,,,None,None,,,,,,,,,,eur
